issue number,date,number,place1,place2,place3,day of week,year,month,day,,,,,,,,,,,,,,,
2007,2007/1/31,311,3,1,1,Wednesday,2007,1,31,,,,,,,,,,,,,,,
2008,2007/2/1,624,6,2,4,Thursday,2007,2,1,,,,,,,,,,,,,,,
2009,2007/2/2,594,5,9,4,Friday,2007,2,2,,,,,,,,,,,,,,,
2010,2007/2/5,412,4,1,2,Monday,2007,2,5,,,,,,,,,,,,,,,
2011,2007/2/6,815,8,1,5,Tuesday,2007,2,6,,,,,,,,,,,,,,,
2012,2007/2/7,539,5,3,9,Wednesday,2007,2,7,,,,,,,,,,,,,,,
2013,2007/2/8,874,8,7,4,Thursday,2007,2,8,,,,,,,,,,,,,,,
2014,2007/2/9,8,0,0,8,Friday,2007,2,9,,,,,,,,,,,,,,,
2015,2007/2/12,842,8,4,2,Monday,2007,2,12,,,,,,,,,,,,,,,
2016,2007/2/13,268,2,6,8,Tuesday,2007,2,13,,,,,,,,,,,,,,,
2017,2007/2/14,315,3,1,5,Wednesday,2007,2,14,,,,,,,,,,,,,,,
2018,2007/2/15,453,4,5,3,Thursday,2007,2,15,,,,,,,,,,,,,,,
2019,2007/2/16,519,5,1,9,Friday,2007,2,16,,,,,,,,,,,,,,,
2020,2007/2/19,449,4,4,9,Monday,2007,2,19,,,,,,,,,,,,,,,
2021,2007/2/20,27,0,2,7,Tuesday,2007,2,20,,,,,,,,,,,,,,,
2022,2007/2/21,240,2,4,0,Wednesday,2007,2,21,,,,,,,,,,,,,,,
2023,2007/2/22,705,7,0,5,Thursday,2007,2,22,,,,,,,,,,,,,,,
2024,2007/2/23,939,9,3,9,Friday,2007,2,23,,,,,,,,,,,,,,,
2025,2007/2/26,964,9,6,4,Monday,2007,2,26,,,,,,,,,,,,,,,
2026,2007/2/27,160,1,6,0,Tuesday,2007,2,27,,,,,,,,,,,,,,,
2027,2007/2/28,172,1,7,2,Wednesday,2007,2,28,,,,,,,,,,,,,,,
2028,2007/3/1,378,3,7,8,Thursday,2007,3,1,,,,,,,,,,,,,,,
2029,2007/3/2,308,3,0,8,Friday,2007,3,2,,,,,,,,,,,,,,,
2030,2007/3/5,321,3,2,1,Monday,2007,3,5,,,,,,,,,,,,,,,
2031,2007/3/6,477,4,7,7,Tuesday,2007,3,6,,,,,,,,,,,,,,,
2032,2007/3/7,974,9,7,4,Wednesday,2007,3,7,,,,,,,,,,,,,,,
2033,2007/3/8,417,4,1,7,Thursday,2007,3,8,,,,,,,,,,,,,,,
2034,2007/3/9,938,9,3,8,Friday,2007,3,9,,,,,,,,,,,,,,,
2035,2007/3/12,415,4,1,5,Monday,2007,3,12,,,,,,,,,,,,,,,
2036,2007/3/13,403,4,0,3,Tuesday,2007,3,13,,,,,,,,,,,,,,,
2037,2007/3/14,971,9,7,1,Wednesday,2007,3,14,,,,,,,,,,,,,,,
2038,2007/3/15,977,9,7,7,Thursday,2007,3,15,,,,,,,,,,,,,,,
2039,2007/3/16,231,2,3,1,Friday,2007,3,16,,,,,,,,,,,,,,,
2040,2007/3/19,732,7,3,2,Monday,2007,3,19,,,,,,,,,,,,,,,
2041,2007/3/20,149,1,4,9,Tuesday,2007,3,20,,,,,,,,,,,,,,,
2042,2007/3/21,550,5,5,0,Wednesday,2007,3,21,,,,,,,,,,,,,,,
2043,2007/3/22,334,3,3,4,Thursday,2007,3,22,,,,,,,,,,,,,,,
2044,2007/3/23,34,0,3,4,Friday,2007,3,23,,,,,,,,,,,,,,,
2045,2007/3/26,632,6,3,2,Monday,2007,3,26,,,,,,,,,,,,,,,
2046,2007/3/27,707,7,0,7,Tuesday,2007,3,27,,,,,,,,,,,,,,,
2047,2007/3/28,1,0,0,1,Wednesday,2007,3,28,,,,,,,,,,,,,,,
2048,2007/3/29,984,9,8,4,Thursday,2007,3,29,,,,,,,,,,,,,,,
2049,2007/3/30,771,7,7,1,Friday,2007,3,30,,,,,,,,,,,,,,,
2050,2007/4/2,746,7,4,6,Monday,2007,4,2,,,,,,,,,,,,,,,
2051,2007/4/3,330,3,3,0,Tuesday,2007,4,3,,,,,,,,,,,,,,,
2052,2007/4/4,121,1,2,1,Wednesday,2007,4,4,,,,,,,,,,,,,,,
2053,2007/4/5,368,3,6,8,Thursday,2007,4,5,,,,,,,,,,,,,,,
2054,2007/4/6,379,3,7,9,Friday,2007,4,6,,,,,,,,,,,,,,,
2055,2007/4/9,266,2,6,6,Monday,2007,4,9,,,,,,,,,,,,,,,
2056,2007/4/10,646,6,4,6,Tuesday,2007,4,10,,,,,,,,,,,,,,,
2057,2007/4/11,165,1,6,5,Wednesday,2007,4,11,,,,,,,,,,,,,,,
2058,2007/4/12,715,7,1,5,Thursday,2007,4,12,,,,,,,,,,,,,,,
2059,2007/4/13,183,1,8,3,Friday,2007,4,13,,,,,,,,,,,,,,,
2060,2007/4/16,223,2,2,3,Monday,2007,4,16,,,,,,,,,,,,,,,
2061,2007/4/17,974,9,7,4,Tuesday,2007,4,17,,,,,,,,,,,,,,,
2062,2007/4/18,621,6,2,1,Wednesday,2007,4,18,,,,,,,,,,,,,,,
2063,2007/4/19,519,5,1,9,Thursday,2007,4,19,,,,,,,,,,,,,,,
2064,2007/4/20,926,9,2,6,Friday,2007,4,20,,,,,,,,,,,,,,,
2065,2007/4/23,301,3,0,1,Monday,2007,4,23,,,,,,,,,,,,,,,
2066,2007/4/24,456,4,5,6,Tuesday,2007,4,24,,,,,,,,,,,,,,,
2067,2007/4/25,123,1,2,3,Wednesday,2007,4,25,,,,,,,,,,,,,,,
2068,2007/4/26,157,1,5,7,Thursday,2007,4,26,,,,,,,,,,,,,,,
2069,2007/4/27,306,3,0,6,Friday,2007,4,27,,,,,,,,,,,,,,,
2070,2007/4/30,701,7,0,1,Monday,2007,4,30,,,,,,,,,,,,,,,
2071,2007/5/1,654,6,5,4,Tuesday,2007,5,1,,,,,,,,,,,,,,,
2072,2007/5/2,399,3,9,9,Wednesday,2007,5,2,,,,,,,,,,,,,,,
2073,2007/5/3,231,2,3,1,Thursday,2007,5,3,,,,,,,,,,,,,,,
2074,2007/5/4,172,1,7,2,Friday,2007,5,4,,,,,,,,,,,,,,,
2075,2007/5/7,302,3,0,2,Monday,2007,5,7,,,,,,,,,,,,,,,
2076,2007/5/8,827,8,2,7,Tuesday,2007,5,8,,,,,,,,,,,,,,,
2077,2007/5/9,936,9,3,6,Wednesday,2007,5,9,,,,,,,,,,,,,,,
2078,2007/5/10,466,4,6,6,Thursday,2007,5,10,,,,,,,,,,,,,,,
2079,2007/5/11,725,7,2,5,Friday,2007,5,11,,,,,,,,,,,,,,,
2080,2007/5/14,594,5,9,4,Monday,2007,5,14,,,,,,,,,,,,,,,
2081,2007/5/15,716,7,1,6,Tuesday,2007,5,15,,,,,,,,,,,,,,,
2082,2007/5/16,178,1,7,8,Wednesday,2007,5,16,,,,,,,,,,,,,,,
2083,2007/5/17,544,5,4,4,Thursday,2007,5,17,,,,,,,,,,,,,,,
2084,2007/5/18,826,8,2,6,Friday,2007,5,18,,,,,,,,,,,,,,,
2085,2007/5/21,522,5,2,2,Monday,2007,5,21,,,,,,,,,,,,,,,
2086,2007/5/22,803,8,0,3,Tuesday,2007,5,22,,,,,,,,,,,,,,,
2087,2007/5/23,821,8,2,1,Wednesday,2007,5,23,,,,,,,,,,,,,,,
2088,2007/5/24,407,4,0,7,Thursday,2007,5,24,,,,,,,,,,,,,,,
2089,2007/5/25,353,3,5,3,Friday,2007,5,25,,,,,,,,,,,,,,,
2090,2007/5/28,642,6,4,2,Monday,2007,5,28,,,,,,,,,,,,,,,
2091,2007/5/29,428,4,2,8,Tuesday,2007,5,29,,,,,,,,,,,,,,,
2092,2007/5/30,156,1,5,6,Wednesday,2007,5,30,,,,,,,,,,,,,,,
2093,2007/5/31,386,3,8,6,Thursday,2007,5,31,,,,,,,,,,,,,,,
2094,2007/6/1,392,3,9,2,Friday,2007,6,1,,,,,,,,,,,,,,,
2095,2007/6/4,242,2,4,2,Monday,2007,6,4,,,,,,,,,,,,,,,
2096,2007/6/5,556,5,5,6,Tuesday,2007,6,5,,,,,,,,,,,,,,,
2097,2007/6/6,45,0,4,5,Wednesday,2007,6,6,,,,,,,,,,,,,,,
2098,2007/6/7,405,4,0,5,Thursday,2007,6,7,,,,,,,,,,,,,,,
2099,2007/6/8,32,0,3,2,Friday,2007,6,8,,,,,,,,,,,,,,,
2100,2007/6/11,642,6,4,2,Monday,2007,6,11,,,,,,,,,,,,,,,
2101,2007/6/12,135,1,3,5,Tuesday,2007,6,12,,,,,,,,,,,,,,,
2102,2007/6/13,560,5,6,0,Wednesday,2007,6,13,,,,,,,,,,,,,,,
2103,2007/6/14,989,9,8,9,Thursday,2007,6,14,,,,,,,,,,,,,,,
2104,2007/6/15,236,2,3,6,Friday,2007,6,15,,,,,,,,,,,,,,,
2105,2007/6/18,222,2,2,2,Monday,2007,6,18,,,,,,,,,,,,,,,
2106,2007/6/19,584,5,8,4,Tuesday,2007,6,19,,,,,,,,,,,,,,,
2107,2007/6/20,791,7,9,1,Wednesday,2007,6,20,,,,,,,,,,,,,,,
2108,2007/6/21,106,1,0,6,Thursday,2007,6,21,,,,,,,,,,,,,,,
2109,2007/6/22,757,7,5,7,Friday,2007,6,22,,,,,,,,,,,,,,,
2110,2007/6/25,859,8,5,9,Monday,2007,6,25,,,,,,,,,,,,,,,
2111,2007/6/26,925,9,2,5,Tuesday,2007,6,26,,,,,,,,,,,,,,,
2112,2007/6/27,482,4,8,2,Wednesday,2007,6,27,,,,,,,,,,,,,,,
2113,2007/6/28,278,2,7,8,Thursday,2007,6,28,,,,,,,,,,,,,,,
2114,2007/6/29,453,4,5,3,Friday,2007,6,29,,,,,,,,,,,,,,,
2115,2007/7/2,447,4,4,7,Monday,2007,7,2,,,,,,,,,,,,,,,
2116,2007/7/3,656,6,5,6,Tuesday,2007,7,3,,,,,,,,,,,,,,,
2117,2007/7/4,12,0,1,2,Wednesday,2007,7,4,,,,,,,,,,,,,,,
2118,2007/7/5,55,0,5,5,Thursday,2007,7,5,,,,,,,,,,,,,,,
2119,2007/7/6,128,1,2,8,Friday,2007,7,6,,,,,,,,,,,,,,,
2120,2007/7/9,591,5,9,1,Monday,2007,7,9,,,,,,,,,,,,,,,
2121,2007/7/10,170,1,7,0,Tuesday,2007,7,10,,,,,,,,,,,,,,,
2122,2007/7/11,778,7,7,8,Wednesday,2007,7,11,,,,,,,,,,,,,,,
2123,2007/7/12,586,5,8,6,Thursday,2007,7,12,,,,,,,,,,,,,,,
2124,2007/7/13,867,8,6,7,Friday,2007,7,13,,,,,,,,,,,,,,,
2125,2007/7/16,864,8,6,4,Monday,2007,7,16,,,,,,,,,,,,,,,
2126,2007/7/17,398,3,9,8,Tuesday,2007,7,17,,,,,,,,,,,,,,,
2127,2007/7/18,752,7,5,2,Wednesday,2007,7,18,,,,,,,,,,,,,,,
2128,2007/7/19,600,6,0,0,Thursday,2007,7,19,,,,,,,,,,,,,,,
2129,2007/7/20,89,0,8,9,Friday,2007,7,20,,,,,,,,,,,,,,,
2130,2007/7/23,857,8,5,7,Monday,2007,7,23,,,,,,,,,,,,,,,
2131,2007/7/24,287,2,8,7,Tuesday,2007,7,24,,,,,,,,,,,,,,,
2132,2007/7/25,938,9,3,8,Wednesday,2007,7,25,,,,,,,,,,,,,,,
2133,2007/7/26,818,8,1,8,Thursday,2007,7,26,,,,,,,,,,,,,,,
2134,2007/7/27,391,3,9,1,Friday,2007,7,27,,,,,,,,,,,,,,,
2135,2007/7/30,254,2,5,4,Monday,2007,7,30,,,,,,,,,,,,,,,
2136,2007/7/31,971,9,7,1,Tuesday,2007,7,31,,,,,,,,,,,,,,,
2137,2007/8/1,931,9,3,1,Wednesday,2007,8,1,,,,,,,,,,,,,,,
2138,2007/8/2,498,4,9,8,Thursday,2007,8,2,,,,,,,,,,,,,,,
2139,2007/8/3,509,5,0,9,Friday,2007,8,3,,,,,,,,,,,,,,,
2140,2007/8/6,318,3,1,8,Monday,2007,8,6,,,,,,,,,,,,,,,
2141,2007/8/7,81,0,8,1,Tuesday,2007,8,7,,,,,,,,,,,,,,,
2142,2007/8/8,112,1,1,2,Wednesday,2007,8,8,,,,,,,,,,,,,,,
2143,2007/8/9,987,9,8,7,Thursday,2007,8,9,,,,,,,,,,,,,,,
2144,2007/8/10,189,1,8,9,Friday,2007,8,10,,,,,,,,,,,,,,,
2145,2007/8/13,700,7,0,0,Monday,2007,8,13,,,,,,,,,,,,,,,
2146,2007/8/14,35,0,3,5,Tuesday,2007,8,14,,,,,,,,,,,,,,,
2147,2007/8/15,478,4,7,8,Wednesday,2007,8,15,,,,,,,,,,,,,,,
2148,2007/8/16,822,8,2,2,Thursday,2007,8,16,,,,,,,,,,,,,,,
2149,2007/8/17,703,7,0,3,Friday,2007,8,17,,,,,,,,,,,,,,,
2150,2007/8/20,975,9,7,5,Monday,2007,8,20,,,,,,,,,,,,,,,
2151,2007/8/21,912,9,1,2,Tuesday,2007,8,21,,,,,,,,,,,,,,,
2152,2007/8/22,730,7,3,0,Wednesday,2007,8,22,,,,,,,,,,,,,,,
2153,2007/8/23,152,1,5,2,Thursday,2007,8,23,,,,,,,,,,,,,,,
2154,2007/8/24,830,8,3,0,Friday,2007,8,24,,,,,,,,,,,,,,,
2155,2007/8/27,494,4,9,4,Monday,2007,8,27,,,,,,,,,,,,,,,
2156,2007/8/28,239,2,3,9,Tuesday,2007,8,28,,,,,,,,,,,,,,,
2157,2007/8/29,678,6,7,8,Wednesday,2007,8,29,,,,,,,,,,,,,,,
2158,2007/8/30,585,5,8,5,Thursday,2007,8,30,,,,,,,,,,,,,,,
2159,2007/8/31,387,3,8,7,Friday,2007,8,31,,,,,,,,,,,,,,,
2160,2007/9/3,353,3,5,3,Monday,2007,9,3,,,,,,,,,,,,,,,
2161,2007/9/4,626,6,2,6,Tuesday,2007,9,4,,,,,,,,,,,,,,,
2162,2007/9/5,677,6,7,7,Wednesday,2007,9,5,,,,,,,,,,,,,,,
2163,2007/9/6,571,5,7,1,Thursday,2007,9,6,,,,,,,,,,,,,,,
2164,2007/9/7,150,1,5,0,Friday,2007,9,7,,,,,,,,,,,,,,,
2165,2007/9/10,400,4,0,0,Monday,2007,9,10,,,,,,,,,,,,,,,
2166,2007/9/11,92,0,9,2,Tuesday,2007,9,11,,,,,,,,,,,,,,,
2167,2007/9/12,198,1,9,8,Wednesday,2007,9,12,,,,,,,,,,,,,,,
2168,2007/9/13,169,1,6,9,Thursday,2007,9,13,,,,,,,,,,,,,,,
2169,2007/9/14,618,6,1,8,Friday,2007,9,14,,,,,,,,,,,,,,,
2170,2007/9/17,755,7,5,5,Monday,2007,9,17,,,,,,,,,,,,,,,
2171,2007/9/18,233,2,3,3,Tuesday,2007,9,18,,,,,,,,,,,,,,,
2172,2007/9/19,673,6,7,3,Wednesday,2007,9,19,,,,,,,,,,,,,,,
2173,2007/9/20,145,1,4,5,Thursday,2007,9,20,,,,,,,,,,,,,,,
2174,2007/9/21,461,4,6,1,Friday,2007,9,21,,,,,,,,,,,,,,,
2175,2007/9/24,938,9,3,8,Monday,2007,9,24,,,,,,,,,,,,,,,
2176,2007/9/25,762,7,6,2,Tuesday,2007,9,25,,,,,,,,,,,,,,,
2177,2007/9/26,691,6,9,1,Wednesday,2007,9,26,,,,,,,,,,,,,,,
2178,2007/9/27,842,8,4,2,Thursday,2007,9,27,,,,,,,,,,,,,,,
2179,2007/9/28,9,0,0,9,Friday,2007,9,28,,,,,,,,,,,,,,,
2180,2007/10/1,644,6,4,4,Monday,2007,10,1,,,,,,,,,,,,,,,
2181,2007/10/2,809,8,0,9,Tuesday,2007,10,2,,,,,,,,,,,,,,,
2182,2007/10/3,958,9,5,8,Wednesday,2007,10,3,,,,,,,,,,,,,,,
2183,2007/10/4,863,8,6,3,Thursday,2007,10,4,,,,,,,,,,,,,,,
2184,2007/10/5,236,2,3,6,Friday,2007,10,5,,,,,,,,,,,,,,,
2185,2007/10/8,525,5,2,5,Monday,2007,10,8,,,,,,,,,,,,,,,
2186,2007/10/9,744,7,4,4,Tuesday,2007,10,9,,,,,,,,,,,,,,,
2187,2007/10/10,884,8,8,4,Wednesday,2007,10,10,,,,,,,,,,,,,,,
2188,2007/10/11,785,7,8,5,Thursday,2007,10,11,,,,,,,,,,,,,,,
2189,2007/10/12,561,5,6,1,Friday,2007,10,12,,,,,,,,,,,,,,,
2190,2007/10/15,278,2,7,8,Monday,2007,10,15,,,,,,,,,,,,,,,
2191,2007/10/16,864,8,6,4,Tuesday,2007,10,16,,,,,,,,,,,,,,,
2192,2007/10/17,757,7,5,7,Wednesday,2007,10,17,,,,,,,,,,,,,,,
2193,2007/10/18,832,8,3,2,Thursday,2007,10,18,,,,,,,,,,,,,,,
2194,2007/10/19,966,9,6,6,Friday,2007,10,19,,,,,,,,,,,,,,,
2195,2007/10/22,604,6,0,4,Monday,2007,10,22,,,,,,,,,,,,,,,
2196,2007/10/23,171,1,7,1,Tuesday,2007,10,23,,,,,,,,,,,,,,,
2197,2007/10/24,391,3,9,1,Wednesday,2007,10,24,,,,,,,,,,,,,,,
2198,2007/10/25,614,6,1,4,Thursday,2007,10,25,,,,,,,,,,,,,,,
2199,2007/10/26,685,6,8,5,Friday,2007,10,26,,,,,,,,,,,,,,,
2200,2007/10/29,130,1,3,0,Monday,2007,10,29,,,,,,,,,,,,,,,
2201,2007/10/30,79,0,7,9,Tuesday,2007,10,30,,,,,,,,,,,,,,,
2202,2007/10/31,675,6,7,5,Wednesday,2007,10,31,,,,,,,,,,,,,,,
2203,2007/11/1,38,0,3,8,Thursday,2007,11,1,,,,,,,,,,,,,,,
2204,2007/11/2,254,2,5,4,Friday,2007,11,2,,,,,,,,,,,,,,,
2205,2007/11/5,18,0,1,8,Monday,2007,11,5,,,,,,,,,,,,,,,
2206,2007/11/6,928,9,2,8,Tuesday,2007,11,6,,,,,,,,,,,,,,,
2207,2007/11/7,418,4,1,8,Wednesday,2007,11,7,,,,,,,,,,,,,,,
2208,2007/11/8,955,9,5,5,Thursday,2007,11,8,,,,,,,,,,,,,,,
2209,2007/11/9,409,4,0,9,Friday,2007,11,9,,,,,,,,,,,,,,,
2210,2007/11/12,638,6,3,8,Monday,2007,11,12,,,,,,,,,,,,,,,
2211,2007/11/13,334,3,3,4,Tuesday,2007,11,13,,,,,,,,,,,,,,,
2212,2007/11/14,785,7,8,5,Wednesday,2007,11,14,,,,,,,,,,,,,,,
2213,2007/11/15,892,8,9,2,Thursday,2007,11,15,,,,,,,,,,,,,,,
2214,2007/11/16,679,6,7,9,Friday,2007,11,16,,,,,,,,,,,,,,,
2215,2007/11/19,762,7,6,2,Monday,2007,11,19,,,,,,,,,,,,,,,
2216,2007/11/20,652,6,5,2,Tuesday,2007,11,20,,,,,,,,,,,,,,,
2217,2007/11/21,145,1,4,5,Wednesday,2007,11,21,,,,,,,,,,,,,,,
2218,2007/11/22,13,0,1,3,Thursday,2007,11,22,,,,,,,,,,,,,,,
2219,2007/11/23,601,6,0,1,Friday,2007,11,23,,,,,,,,,,,,,,,
2220,2007/11/26,781,7,8,1,Monday,2007,11,26,,,,,,,,,,,,,,,
2221,2007/11/27,395,3,9,5,Tuesday,2007,11,27,,,,,,,,,,,,,,,
2222,2007/11/28,373,3,7,3,Wednesday,2007,11,28,,,,,,,,,,,,,,,
2223,2007/11/29,361,3,6,1,Thursday,2007,11,29,,,,,,,,,,,,,,,
2224,2007/11/30,326,3,2,6,Friday,2007,11,30,,,,,,,,,,,,,,,
2225,2007/12/3,469,4,6,9,Monday,2007,12,3,,,,,,,,,,,,,,,
2226,2007/12/4,517,5,1,7,Tuesday,2007,12,4,,,,,,,,,,,,,,,
2227,2007/12/5,515,5,1,5,Wednesday,2007,12,5,,,,,,,,,,,,,,,
2228,2007/12/6,426,4,2,6,Thursday,2007,12,6,,,,,,,,,,,,,,,
2229,2007/12/7,306,3,0,6,Friday,2007,12,7,,,,,,,,,,,,,,,
2230,2007/12/10,839,8,3,9,Monday,2007,12,10,,,,,,,,,,,,,,,
2231,2007/12/11,943,9,4,3,Tuesday,2007,12,11,,,,,,,,,,,,,,,
2232,2007/12/12,580,5,8,0,Wednesday,2007,12,12,,,,,,,,,,,,,,,
2233,2007/12/13,33,0,3,3,Thursday,2007,12,13,,,,,,,,,,,,,,,
2234,2007/12/14,579,5,7,9,Friday,2007,12,14,,,,,,,,,,,,,,,
2235,2007/12/17,888,8,8,8,Monday,2007,12,17,,,,,,,,,,,,,,,
2236,2007/12/18,761,7,6,1,Tuesday,2007,12,18,,,,,,,,,,,,,,,
2237,2007/12/19,896,8,9,6,Wednesday,2007,12,19,,,,,,,,,,,,,,,
2238,2007/12/20,538,5,3,8,Thursday,2007,12,20,,,,,,,,,,,,,,,
2239,2007/12/21,958,9,5,8,Friday,2007,12,21,,,,,,,,,,,,,,,
2240,2007/12/24,768,7,6,8,Monday,2007,12,24,,,,,,,,,,,,,,,
2241,2007/12/25,294,2,9,4,Tuesday,2007,12,25,,,,,,,,,,,,,,,
2242,2007/12/26,304,3,0,4,Wednesday,2007,12,26,,,,,,,,,,,,,,,
2243,2007/12/27,715,7,1,5,Thursday,2007,12,27,,,,,,,,,,,,,,,
2244,2007/12/28,182,1,8,2,Friday,2007,12,28,,,,,,,,,,,,,,,
2245,2008/1/4,29,0,2,9,Friday,2008,1,4,,,,,,,,,,,,,,,
2246,2008/1/7,965,9,6,5,Monday,2008,1,7,,,,,,,,,,,,,,,
2247,2008/1/8,682,6,8,2,Tuesday,2008,1,8,,,,,,,,,,,,,,,
2248,2008/1/9,443,4,4,3,Wednesday,2008,1,9,,,,,,,,,,,,,,,
2249,2008/1/10,972,9,7,2,Thursday,2008,1,10,,,,,,,,,,,,,,,
2250,2008/1/11,900,9,0,0,Friday,2008,1,11,,,,,,,,,,,,,,,
2251,2008/1/14,978,9,7,8,Monday,2008,1,14,,,,,,,,,,,,,,,
2252,2008/1/15,651,6,5,1,Tuesday,2008,1,15,,,,,,,,,,,,,,,
2253,2008/1/16,178,1,7,8,Wednesday,2008,1,16,,,,,,,,,,,,,,,
2254,2008/1/17,810,8,1,0,Thursday,2008,1,17,,,,,,,,,,,,,,,
2255,2008/1/18,66,0,6,6,Friday,2008,1,18,,,,,,,,,,,,,,,
2256,2008/1/21,875,8,7,5,Monday,2008,1,21,,,,,,,,,,,,,,,
2257,2008/1/22,297,2,9,7,Tuesday,2008,1,22,,,,,,,,,,,,,,,
2258,2008/1/23,390,3,9,0,Wednesday,2008,1,23,,,,,,,,,,,,,,,
2259,2008/1/24,18,0,1,8,Thursday,2008,1,24,,,,,,,,,,,,,,,
2260,2008/1/25,4,0,0,4,Friday,2008,1,25,,,,,,,,,,,,,,,
2261,2008/1/28,982,9,8,2,Monday,2008,1,28,,,,,,,,,,,,,,,
2262,2008/1/29,488,4,8,8,Tuesday,2008,1,29,,,,,,,,,,,,,,,
2263,2008/1/30,514,5,1,4,Wednesday,2008,1,30,,,,,,,,,,,,,,,
2264,2008/1/31,309,3,0,9,Thursday,2008,1,31,,,,,,,,,,,,,,,
2265,2008/2/1,170,1,7,0,Friday,2008,2,1,,,,,,,,,,,,,,,
2266,2008/2/4,122,1,2,2,Monday,2008,2,4,,,,,,,,,,,,,,,
2267,2008/2/5,699,6,9,9,Tuesday,2008,2,5,,,,,,,,,,,,,,,
2268,2008/2/6,745,7,4,5,Wednesday,2008,2,6,,,,,,,,,,,,,,,
2269,2008/2/7,14,0,1,4,Thursday,2008,2,7,,,,,,,,,,,,,,,
2270,2008/2/8,86,0,8,6,Friday,2008,2,8,,,,,,,,,,,,,,,
2271,2008/2/11,14,0,1,4,Monday,2008,2,11,,,,,,,,,,,,,,,
2272,2008/2/12,610,6,1,0,Tuesday,2008,2,12,,,,,,,,,,,,,,,
2273,2008/2/13,569,5,6,9,Wednesday,2008,2,13,,,,,,,,,,,,,,,
2274,2008/2/14,705,7,0,5,Thursday,2008,2,14,,,,,,,,,,,,,,,
2275,2008/2/15,435,4,3,5,Friday,2008,2,15,,,,,,,,,,,,,,,
2276,2008/2/18,599,5,9,9,Monday,2008,2,18,,,,,,,,,,,,,,,
2277,2008/2/19,802,8,0,2,Tuesday,2008,2,19,,,,,,,,,,,,,,,
2278,2008/2/20,215,2,1,5,Wednesday,2008,2,20,,,,,,,,,,,,,,,
2279,2008/2/21,276,2,7,6,Thursday,2008,2,21,,,,,,,,,,,,,,,
2280,2008/2/22,175,1,7,5,Friday,2008,2,22,,,,,,,,,,,,,,,
2281,2008/2/25,128,1,2,8,Monday,2008,2,25,,,,,,,,,,,,,,,
2282,2008/2/26,472,4,7,2,Tuesday,2008,2,26,,,,,,,,,,,,,,,
2283,2008/2/27,348,3,4,8,Wednesday,2008,2,27,,,,,,,,,,,,,,,
2284,2008/2/28,956,9,5,6,Thursday,2008,2,28,,,,,,,,,,,,,,,
2285,2008/2/29,616,6,1,6,Friday,2008,2,29,,,,,,,,,,,,,,,
2286,2008/3/3,648,6,4,8,Monday,2008,3,3,,,,,,,,,,,,,,,
2287,2008/3/4,199,1,9,9,Tuesday,2008,3,4,,,,,,,,,,,,,,,
2288,2008/3/5,22,0,2,2,Wednesday,2008,3,5,,,,,,,,,,,,,,,
2289,2008/3/6,858,8,5,8,Thursday,2008,3,6,,,,,,,,,,,,,,,
2290,2008/3/7,842,8,4,2,Friday,2008,3,7,,,,,,,,,,,,,,,
2291,2008/3/10,686,6,8,6,Monday,2008,3,10,,,,,,,,,,,,,,,
2292,2008/3/11,685,6,8,5,Tuesday,2008,3,11,,,,,,,,,,,,,,,
2293,2008/3/12,633,6,3,3,Wednesday,2008,3,12,,,,,,,,,,,,,,,
2294,2008/3/13,139,1,3,9,Thursday,2008,3,13,,,,,,,,,,,,,,,
2295,2008/3/14,317,3,1,7,Friday,2008,3,14,,,,,,,,,,,,,,,
2296,2008/3/17,281,2,8,1,Monday,2008,3,17,,,,,,,,,,,,,,,
2297,2008/3/18,440,4,4,0,Tuesday,2008,3,18,,,,,,,,,,,,,,,
2298,2008/3/19,240,2,4,0,Wednesday,2008,3,19,,,,,,,,,,,,,,,
2299,2008/3/20,418,4,1,8,Thursday,2008,3,20,,,,,,,,,,,,,,,
2300,2008/3/21,411,4,1,1,Friday,2008,3,21,,,,,,,,,,,,,,,
2301,2008/3/24,48,0,4,8,Monday,2008,3,24,,,,,,,,,,,,,,,
2302,2008/3/25,849,8,4,9,Tuesday,2008,3,25,,,,,,,,,,,,,,,
2303,2008/3/26,22,0,2,2,Wednesday,2008,3,26,,,,,,,,,,,,,,,
2304,2008/3/27,631,6,3,1,Thursday,2008,3,27,,,,,,,,,,,,,,,
2305,2008/3/28,197,1,9,7,Friday,2008,3,28,,,,,,,,,,,,,,,
2306,2008/3/31,909,9,0,9,Monday,2008,3,31,,,,,,,,,,,,,,,
2307,2008/4/1,401,4,0,1,Tuesday,2008,4,1,,,,,,,,,,,,,,,
2308,2008/4/2,601,6,0,1,Wednesday,2008,4,2,,,,,,,,,,,,,,,
2309,2008/4/3,279,2,7,9,Thursday,2008,4,3,,,,,,,,,,,,,,,
2310,2008/4/4,889,8,8,9,Friday,2008,4,4,,,,,,,,,,,,,,,
2311,2008/4/7,457,4,5,7,Monday,2008,4,7,,,,,,,,,,,,,,,
2312,2008/4/8,478,4,7,8,Tuesday,2008,4,8,,,,,,,,,,,,,,,
2313,2008/4/9,412,4,1,2,Wednesday,2008,4,9,,,,,,,,,,,,,,,
2314,2008/4/10,499,4,9,9,Thursday,2008,4,10,,,,,,,,,,,,,,,
2315,2008/4/11,946,9,4,6,Friday,2008,4,11,,,,,,,,,,,,,,,
2316,2008/4/14,422,4,2,2,Monday,2008,4,14,,,,,,,,,,,,,,,
