id,issue number,date,number,place1,place2,place3,day of week
3759,‘æ3759‰ñ,2013/11/12,470,4,7,0,Tuesday
3760,‘æ3760‰ñ,2013/11/13,910,9,1,0,Wednesday
3761,‘æ3761‰ñ,2013/11/14,14,0,1,4,Thursday
3762,‘æ3762‰ñ,2013/11/15,638,6,3,8,Friday
3763,‘æ3763‰ñ,2013/11/18,439,4,3,9,Monday
3764,‘æ3764‰ñ,2013/11/19,484,4,8,4,Tuesday
3765,‘æ3765‰ñ,2013/11/20,721,7,2,1,Wednesday
3766,‘æ3766‰ñ,2013/11/21,922,9,2,2,Thursday
3767,‘æ3767‰ñ,2013/11/22,983,9,8,3,Friday
3768,‘æ3768‰ñ,2013/11/25,81,0,8,1,Monday
3769,‘æ3769‰ñ,2013/11/26,975,9,7,5,Tuesday
3770,‘æ3770‰ñ,2013/11/27,724,7,2,4,Wednesday
3771,‘æ3771‰ñ,2013/11/28,244,2,4,4,Thursday
3772,‘æ3772‰ñ,2013/11/29,842,8,4,2,Friday
3773,‘æ3773‰ñ,2013/12/2,421,4,2,1,Monday
3774,‘æ3774‰ñ,2013/12/3,752,7,5,2,Tuesday
3775,‘æ3775‰ñ,2013/12/4,928,9,2,8,Wednesday
3776,‘æ3776‰ñ,2013/12/5,674,6,7,4,Thursday
3777,‘æ3777‰ñ,2013/12/6,443,4,4,3,Friday
3778,‘æ3778‰ñ,2013/12/9,542,5,4,2,Monday
3779,‘æ3779‰ñ,2013/12/10,23,0,2,3,Tuesday
3780,‘æ3780‰ñ,2013/12/11,622,6,2,2,Wednesday
3781,‘æ3781‰ñ,2013/12/12,372,3,7,2,Thursday
3782,‘æ3782‰ñ,2013/12/13,186,1,8,6,Friday
3783,‘æ3783‰ñ,2013/12/16,515,5,1,5,Monday
3784,‘æ3784‰ñ,2013/12/17,576,5,7,6,Tuesday
3785,‘æ3785‰ñ,2013/12/18,107,1,0,7,Wednesday
3786,‘æ3786‰ñ,2013/12/19,540,5,4,0,Thursday
3787,‘æ3787‰ñ,2013/12/20,879,8,7,9,Friday
3788,‘æ3788‰ñ,2013/12/23,997,9,9,7,Monday
3789,‘æ3789‰ñ,2013/12/24,456,4,5,6,Tuesday
3790,‘æ3790‰ñ,2013/12/25,271,2,7,1,Wednesday
3791,‘æ3791‰ñ,2013/12/26,672,6,7,2,Thursday
3792,‘æ3792‰ñ,2013/12/27,127,1,2,7,Friday
3793,‘æ3793‰ñ,2013/12/30,549,5,4,9,Monday
3794,‘æ3794‰ñ,2014/1/6,98,0,9,8,Monday
3795,‘æ3795‰ñ,2014/1/7,578,5,7,8,Tuesday
3796,‘æ3796‰ñ,2014/1/8,721,7,2,1,Wednesday
3797,‘æ3797‰ñ,2014/1/9,613,6,1,3,Thursday
3798,‘æ3798‰ñ,2014/1/10,5,0,0,5,Friday
3799,‘æ3799‰ñ,2014/1/13,136,1,3,6,Monday
3800,‘æ3800‰ñ,2014/1/14,560,5,6,0,Tuesday
3801,‘æ3801‰ñ,2014/1/15,506,5,0,6,Wednesday
3802,‘æ3802‰ñ,2014/1/16,641,6,4,1,Thursday
3803,‘æ3803‰ñ,2014/1/17,720,7,2,0,Friday
3804,‘æ3804‰ñ,2014/1/20,921,9,2,1,Monday
3805,‘æ3805‰ñ,2014/1/21,119,1,1,9,Tuesday
3806,‘æ3806‰ñ,2014/1/22,154,1,5,4,Wednesday
3807,‘æ3807‰ñ,2014/1/23,314,3,1,4,Thursday
3808,‘æ3808‰ñ,2014/1/24,311,3,1,1,Friday
3809,‘æ3809‰ñ,2014/1/27,138,1,3,8,Monday
3810,‘æ3810‰ñ,2014/1/28,369,3,6,9,Tuesday
3811,‘æ3811‰ñ,2014/1/29,70,0,7,0,Wednesday
3812,‘æ3812‰ñ,2014/1/30,327,3,2,7,Thursday
3813,‘æ3813‰ñ,2014/1/31,729,7,2,9,Friday
3814,‘æ3814‰ñ,2014/2/3,44,0,4,4,Monday
3815,‘æ3815‰ñ,2014/2/4,861,8,6,1,Tuesday
3816,‘æ3816‰ñ,2014/2/5,200,2,0,0,Wednesday
3817,‘æ3817‰ñ,2014/2/6,95,0,9,5,Thursday
3818,‘æ3818‰ñ,2014/2/7,264,2,6,4,Friday
3819,‘æ3819‰ñ,2014/2/10,423,4,2,3,Monday
3820,‘æ3820‰ñ,2014/2/11,343,3,4,3,Tuesday
3821,‘æ3821‰ñ,2014/2/12,951,9,5,1,Wednesday
3822,‘æ3822‰ñ,2014/2/13,805,8,0,5,Thursday
3823,‘æ3823‰ñ,2014/2/14,709,7,0,9,Friday
3824,‘æ3824‰ñ,2014/2/17,271,2,7,1,Monday
3825,‘æ3825‰ñ,2014/2/18,687,6,8,7,Tuesday
3826,‘æ3826‰ñ,2014/2/19,722,7,2,2,Wednesday
3827,‘æ3827‰ñ,2014/2/20,99,0,9,9,Thursday
3828,‘æ3828‰ñ,2014/2/21,172,1,7,2,Friday
3829,‘æ3829‰ñ,2014/2/24,287,2,8,7,Monday
3830,‘æ3830‰ñ,2014/2/25,61,0,6,1,Tuesday
3831,‘æ3831‰ñ,2014/2/26,272,2,7,2,Wednesday
3832,‘æ3832‰ñ,2014/2/27,171,1,7,1,Thursday
3833,‘æ3833‰ñ,2014/2/28,101,1,0,1,Friday
3834,‘æ3834‰ñ,2014/3/3,992,9,9,2,Monday
3835,‘æ3835‰ñ,2014/3/4,834,8,3,4,Tuesday
3836,‘æ3836‰ñ,2014/3/5,624,6,2,4,Wednesday
3837,‘æ3837‰ñ,2014/3/6,87,0,8,7,Thursday
3838,‘æ3838‰ñ,2014/3/7,169,1,6,9,Friday
3839,‘æ3839‰ñ,2014/3/10,975,9,7,5,Monday
3840,‘æ3840‰ñ,2014/3/11,661,6,6,1,Tuesday
3841,‘æ3841‰ñ,2014/3/12,558,5,5,8,Wednesday
3842,‘æ3842‰ñ,2014/3/13,619,6,1,9,Thursday
3843,‘æ3843‰ñ,2014/3/14,784,7,8,4,Friday
3844,‘æ3844‰ñ,2014/3/17,198,1,9,8,Monday
3845,‘æ3845‰ñ,2014/3/18,729,7,2,9,Tuesday
3846,‘æ3846‰ñ,2014/3/19,45,0,4,5,Wednesday
3847,‘æ3847‰ñ,2014/3/20,608,6,0,8,Thursday
3848,‘æ3848‰ñ,2014/3/21,787,7,8,7,Friday
3849,‘æ3849‰ñ,2014/3/24,263,2,6,3,Monday
3850,‘æ3850‰ñ,2014/3/25,636,6,3,6,Tuesday
3851,‘æ3851‰ñ,2014/3/26,710,7,1,0,Wednesday
3852,‘æ3852‰ñ,2014/3/27,841,8,4,1,Thursday
3853,‘æ3853‰ñ,2014/3/28,643,6,4,3,Friday
3854,‘æ3854‰ñ,2014/3/31,98,0,9,8,Monday
3855,‘æ3855‰ñ,2014/4/1,108,1,0,8,Tuesday
3856,‘æ3856‰ñ,2014/4/2,606,6,0,6,Wednesday
3857,‘æ3857‰ñ,2014/4/3,858,8,5,8,Thursday
3858,‘æ3858‰ñ,2014/4/4,740,7,4,0,Friday
3859,‘æ3859‰ñ,2014/4/7,942,9,4,2,Monday
3860,‘æ3860‰ñ,2014/4/8,701,7,0,1,Tuesday
3861,‘æ3861‰ñ,2014/4/9,295,2,9,5,Wednesday
3862,‘æ3862‰ñ,2014/4/10,808,8,0,8,Thursday
3863,‘æ3863‰ñ,2014/4/11,135,1,3,5,Friday
3864,‘æ3864‰ñ,2014/4/14,123,1,2,3,Monday
3865,‘æ3865‰ñ,2014/4/15,160,1,6,0,Tuesday
3866,‘æ3866‰ñ,2014/4/16,637,6,3,7,Wednesday
3867,‘æ3867‰ñ,2014/4/17,493,4,9,3,Thursday
3868,‘æ3868‰ñ,2014/4/18,725,7,2,5,Friday
3869,‘æ3869‰ñ,2014/4/21,17,0,1,7,Monday
3870,‘æ3870‰ñ,2014/4/22,290,2,9,0,Tuesday
3871,‘æ3871‰ñ,2014/4/23,951,9,5,1,Wednesday
3872,‘æ3872‰ñ,2014/4/24,809,8,0,9,Thursday
3873,‘æ3873‰ñ,2014/4/25,589,5,8,9,Friday
3874,‘æ3874‰ñ,2014/4/28,442,4,4,2,Monday
3875,‘æ3875‰ñ,2014/4/29,199,1,9,9,Tuesday
3876,‘æ3876‰ñ,2014/4/30,495,4,9,5,Wednesday
3877,‘æ3877‰ñ,2014/5/1,808,8,0,8,Thursday
3878,‘æ3878‰ñ,2014/5/2,336,3,3,6,Friday
3879,‘æ3879‰ñ,2014/5/5,994,9,9,4,Monday
3880,‘æ3880‰ñ,2014/5/6,806,8,0,6,Tuesday
3881,‘æ3881‰ñ,2014/5/7,297,2,9,7,Wednesday
3882,‘æ3882‰ñ,2014/5/8,353,3,5,3,Thursday
3883,‘æ3883‰ñ,2014/5/9,154,1,5,4,Friday
3884,‘æ3884‰ñ,2014/5/12,367,3,6,7,Monday
3885,‘æ3885‰ñ,2014/5/13,934,9,3,4,Tuesday
3886,‘æ3886‰ñ,2014/5/14,463,4,6,3,Wednesday
3887,‘æ3887‰ñ,2014/5/15,153,1,5,3,Thursday
3888,‘æ3888‰ñ,2014/5/16,65,0,6,5,Friday
3889,‘æ3889‰ñ,2014/5/19,836,8,3,6,Monday
3890,‘æ3890‰ñ,2014/5/20,281,2,8,1,Tuesday
3891,‘æ3891‰ñ,2014/5/21,746,7,4,6,Wednesday
3892,‘æ3892‰ñ,2014/5/22,433,4,3,3,Thursday
3893,‘æ3893‰ñ,2014/5/23,34,0,3,4,Friday
3894,‘æ3894‰ñ,2014/5/26,86,0,8,6,Monday
3895,‘æ3895‰ñ,2014/5/27,845,8,4,5,Tuesday
3896,‘æ3896‰ñ,2014/5/28,474,4,7,4,Wednesday
3897,‘æ3897‰ñ,2014/5/29,761,7,6,1,Thursday
3898,‘æ3898‰ñ,2014/5/30,839,8,3,9,Friday
3899,‘æ3899‰ñ,2014/6/2,468,4,6,8,Monday
3900,‘æ3900‰ñ,2014/6/3,327,3,2,7,Tuesday
3901,‘æ3901‰ñ,2014/6/4,769,7,6,9,Wednesday
3902,‘æ3902‰ñ,2014/6/5,790,7,9,0,Thursday
3903,‘æ3903‰ñ,2014/6/6,928,9,2,8,Friday
3904,‘æ3904‰ñ,2014/6/9,620,6,2,0,Monday
3905,‘æ3905‰ñ,2014/6/10,431,4,3,1,Tuesday
3906,‘æ3906‰ñ,2014/6/11,334,3,3,4,Wednesday
3907,‘æ3907‰ñ,2014/6/12,429,4,2,9,Thursday
3908,‘æ3908‰ñ,2014/6/13,690,6,9,0,Friday
3909,‘æ3909‰ñ,2014/6/16,797,7,9,7,Monday
3910,‘æ3910‰ñ,2014/6/17,226,2,2,6,Tuesday
3911,‘æ3911‰ñ,2014/6/18,84,0,8,4,Wednesday
3912,‘æ3912‰ñ,2014/6/19,568,5,6,8,Thursday
3913,‘æ3913‰ñ,2014/6/20,644,6,4,4,Friday
3914,‘æ3914‰ñ,2014/6/23,338,3,3,8,Monday
3915,‘æ3915‰ñ,2014/6/24,955,9,5,5,Tuesday
3916,‘æ3916‰ñ,2014/6/25,732,7,3,2,Wednesday
3917,‘æ3917‰ñ,2014/6/26,101,1,0,1,Thursday
3918,‘æ3918‰ñ,2014/6/27,785,7,8,5,Friday
3919,‘æ3919‰ñ,2014/6/30,92,0,9,2,Monday
3920,‘æ3920‰ñ,2014/7/1,571,5,7,1,Tuesday
3921,‘æ3921‰ñ,2014/7/2,953,9,5,3,Wednesday
3922,‘æ3922‰ñ,2014/7/3,307,3,0,7,Thursday
3923,‘æ3923‰ñ,2014/7/4,583,5,8,3,Friday
3924,‘æ3924‰ñ,2014/7/7,76,0,7,6,Monday
3925,‘æ3925‰ñ,2014/7/8,856,8,5,6,Tuesday
3926,‘æ3926‰ñ,2014/7/9,389,3,8,9,Wednesday
3927,‘æ3927‰ñ,2014/7/10,647,6,4,7,Thursday
3928,‘æ3928‰ñ,2014/7/11,398,3,9,8,Friday
3929,‘æ3929‰ñ,2014/7/14,61,0,6,1,Monday
3930,‘æ3930‰ñ,2014/7/15,495,4,9,5,Tuesday
3931,‘æ3931‰ñ,2014/7/16,239,2,3,9,Wednesday
3932,‘æ3932‰ñ,2014/7/17,621,6,2,1,Thursday
3933,‘æ3933‰ñ,2014/7/18,790,7,9,0,Friday
3934,‘æ3934‰ñ,2014/7/21,954,9,5,4,Monday
3935,‘æ3935‰ñ,2014/7/22,197,1,9,7,Tuesday
3936,‘æ3936‰ñ,2014/7/23,59,0,5,9,Wednesday
3937,‘æ3937‰ñ,2014/7/24,70,0,7,0,Thursday
3938,‘æ3938‰ñ,2014/7/25,498,4,9,8,Friday
3939,‘æ3939‰ñ,2014/7/28,190,1,9,0,Monday
3940,‘æ3940‰ñ,2014/7/29,234,2,3,4,Tuesday
3941,‘æ3941‰ñ,2014/7/30,392,3,9,2,Wednesday
3942,‘æ3942‰ñ,2014/7/31,649,6,4,9,Thursday
3943,‘æ3943‰ñ,2014/8/1,940,9,4,0,Friday
3944,‘æ3944‰ñ,2014/8/4,764,7,6,4,Monday
3945,‘æ3945‰ñ,2014/8/5,955,9,5,5,Tuesday
3946,‘æ3946‰ñ,2014/8/6,933,9,3,3,Wednesday
3947,‘æ3947‰ñ,2014/8/7,857,8,5,7,Thursday
3948,‘æ3948‰ñ,2014/8/8,31,0,3,1,Friday
3949,‘æ3949‰ñ,2014/8/11,793,7,9,3,Monday
3950,‘æ3950‰ñ,2014/8/12,448,4,4,8,Tuesday
3951,‘æ3951‰ñ,2014/8/13,528,5,2,8,Wednesday
3952,‘æ3952‰ñ,2014/8/14,371,3,7,1,Thursday
3953,‘æ3953‰ñ,2014/8/15,122,1,2,2,Friday
3954,‘æ3954‰ñ,2014/8/18,425,4,2,5,Monday
3955,‘æ3955‰ñ,2014/8/19,701,7,0,1,Tuesday
3956,‘æ3956‰ñ,2014/8/20,852,8,5,2,Wednesday
3957,‘æ3957‰ñ,2014/8/21,59,0,5,9,Thursday
3958,‘æ3958‰ñ,2014/8/22,685,6,8,5,Friday
3959,‘æ3959‰ñ,2014/8/25,105,1,0,5,Monday
3960,‘æ3960‰ñ,2014/8/26,958,9,5,8,Tuesday
3961,‘æ3961‰ñ,2014/8/27,314,3,1,4,Wednesday
3962,‘æ3962‰ñ,2014/8/28,376,3,7,6,Thursday
3963,‘æ3963‰ñ,2014/8/29,653,6,5,3,Friday
3964,‘æ3964‰ñ,2014/9/1,151,1,5,1,Monday
3965,‘æ3965‰ñ,2014/9/2,721,7,2,1,Tuesday
3966,‘æ3966‰ñ,2014/9/3,58,0,5,8,Wednesday
3967,‘æ3967‰ñ,2014/9/4,586,5,8,6,Thursday
3968,‘æ3968‰ñ,2014/9/5,621,6,2,1,Friday
3969,‘æ3969‰ñ,2014/9/8,802,8,0,2,Monday
3970,‘æ3970‰ñ,2014/9/9,983,9,8,3,Tuesday
3971,‘æ3971‰ñ,2014/9/10,816,8,1,6,Wednesday
3972,‘æ3972‰ñ,2014/9/11,644,6,4,4,Thursday
3973,‘æ3973‰ñ,2014/9/12,249,2,4,9,Friday
3974,‘æ3974‰ñ,2014/9/15,509,5,0,9,Monday
3975,‘æ3975‰ñ,2014/9/16,289,2,8,9,Tuesday
3976,‘æ3976‰ñ,2014/9/17,927,9,2,7,Wednesday
3977,‘æ3977‰ñ,2014/9/18,498,4,9,8,Thursday
3978,‘æ3978‰ñ,2014/9/19,181,1,8,1,Friday
3979,‘æ3979‰ñ,2014/9/22,174,1,7,4,Monday
3980,‘æ3980‰ñ,2014/9/23,468,4,6,8,Tuesday
3981,‘æ3981‰ñ,2014/9/24,697,6,9,7,Wednesday
3982,‘æ3982‰ñ,2014/9/25,113,1,1,3,Thursday
3983,‘æ3983‰ñ,2014/9/26,517,5,1,7,Friday
3984,‘æ3984‰ñ,2014/9/29,786,7,8,6,Monday
3985,‘æ3985‰ñ,2014/9/30,66,0,6,6,Tuesday
3986,‘æ3986‰ñ,2014/10/1,354,3,5,4,Wednesday
3987,‘æ3987‰ñ,2014/10/2,45,0,4,5,Thursday
3988,‘æ3988‰ñ,2014/10/3,745,7,4,5,Friday
3989,‘æ3989‰ñ,2014/10/6,65,0,6,5,Monday
3990,‘æ3990‰ñ,2014/10/7,890,8,9,0,Tuesday
3991,‘æ3991‰ñ,2014/10/8,148,1,4,8,Wednesday
3992,‘æ3992‰ñ,2014/10/9,178,1,7,8,Thursday
3993,‘æ3993‰ñ,2014/10/10,782,7,8,2,Friday
3994,‘æ3994‰ñ,2014/10/13,509,5,0,9,Monday
3995,‘æ3995‰ñ,2014/10/14,369,3,6,9,Tuesday
3996,‘æ3996‰ñ,2014/10/15,893,8,9,3,Wednesday
3997,‘æ3997‰ñ,2014/10/16,963,9,6,3,Thursday
3998,‘æ3998‰ñ,2014/10/17,908,9,0,8,Friday
3999,‘æ3999‰ñ,2014/10/20,717,7,1,7,Monday
4000,‘æ4000‰ñ,2014/10/21,404,4,0,4,Tuesday
4001,‘æ4001‰ñ,2014/10/22,373,3,7,3,Wednesday
4002,‘æ4002‰ñ,2014/10/23,336,3,3,6,Thursday
4003,‘æ4003‰ñ,2014/10/24,799,7,9,9,Friday
4004,‘æ4004‰ñ,2014/10/27,444,4,4,4,Monday
4005,‘æ4005‰ñ,2014/10/28,260,2,6,0,Tuesday
4006,‘æ4006‰ñ,2014/10/29,9,0,0,9,Wednesday
4007,‘æ4007‰ñ,2014/10/30,274,2,7,4,Thursday
4008,‘æ4008‰ñ,2014/10/31,885,8,8,5,Friday
4009,‘æ4009‰ñ,2014/11/3,40,0,4,0,Monday
4010,‘æ4010‰ñ,2014/11/4,832,8,3,2,Tuesday
4011,‘æ4011‰ñ,2014/11/5,861,8,6,1,Wednesday
4012,‘æ4012‰ñ,2014/11/6,551,5,5,1,Thursday
4013,‘æ4013‰ñ,2014/11/7,866,8,6,6,Friday
4014,‘æ4014‰ñ,2014/11/10,611,6,1,1,Monday
4015,‘æ4015‰ñ,2014/11/11,181,1,8,1,Tuesday
4016,‘æ4016‰ñ,2014/11/12,112,1,1,2,Wednesday
4017,‘æ4017‰ñ,2014/11/13,277,2,7,7,Thursday
4018,‘æ4018‰ñ,2014/11/14,194,1,9,4,Friday
4019,‘æ4019‰ñ,2014/11/17,335,3,3,5,Monday
4020,‘æ4020‰ñ,2014/11/18,618,6,1,8,Tuesday
4021,‘æ4021‰ñ,2014/11/19,95,0,9,5,Wednesday
4022,‘æ4022‰ñ,2014/11/20,536,5,3,6,Thursday
4023,‘æ4023‰ñ,2014/11/21,426,4,2,6,Friday
4024,‘æ4024‰ñ,2014/11/24,0,0,0,0,Monday
4025,‘æ4025‰ñ,2014/11/25,303,3,0,3,Tuesday
4026,‘æ4026‰ñ,2014/11/26,372,3,7,2,Wednesday
4027,‘æ4027‰ñ,2014/11/27,384,3,8,4,Thursday
4028,‘æ4028‰ñ,2014/11/28,990,9,9,0,Friday
4029,‘æ4029‰ñ,2014/12/1,913,9,1,3,Monday
4030,‘æ4030‰ñ,2014/12/2,725,7,2,5,Tuesday
4031,‘æ4031‰ñ,2014/12/3,76,0,7,6,Wednesday
4032,‘æ4032‰ñ,2014/12/4,916,9,1,6,Thursday
4033,‘æ4033‰ñ,2014/12/5,384,3,8,4,Friday
4034,‘æ4034‰ñ,2014/12/8,900,9,0,0,Monday
4035,‘æ4035‰ñ,2014/12/9,312,3,1,2,Tuesday
4036,‘æ4036‰ñ,2014/12/10,501,5,0,1,Wednesday
4037,‘æ4037‰ñ,2014/12/11,840,8,4,0,Thursday
4038,‘æ4038‰ñ,2014/12/12,410,4,1,0,Friday
4039,‘æ4039‰ñ,2014/12/15,511,5,1,1,Monday
4040,‘æ4040‰ñ,2014/12/16,889,8,8,9,Tuesday
4041,‘æ4041‰ñ,2014/12/17,235,2,3,5,Wednesday
4042,‘æ4042‰ñ,2014/12/18,983,9,8,3,Thursday
4043,‘æ4043‰ñ,2014/12/19,929,9,2,9,Friday
4044,‘æ4044‰ñ,2014/12/22,853,8,5,3,Monday
4045,‘æ4045‰ñ,2014/12/23,330,3,3,0,Tuesday
4046,‘æ4046‰ñ,2014/12/24,516,5,1,6,Wednesday
4047,‘æ4047‰ñ,2014/12/25,728,7,2,8,Thursday
4048,‘æ4048‰ñ,2014/12/26,167,1,6,7,Friday
4049,‘æ4049‰ñ,2014/12/29,537,5,3,7,Monday
4050,‘æ4050‰ñ,2014/12/30,642,6,4,2,Tuesday
4051,‘æ4051‰ñ,2015/1/5,25,0,2,5,Monday
4052,‘æ4052‰ñ,2015/1/6,202,2,0,2,Tuesday
4053,‘æ4053‰ñ,2015/1/7,826,8,2,6,Wednesday
4054,‘æ4054‰ñ,2015/1/8,211,2,1,1,Thursday
4055,‘æ4055‰ñ,2015/1/9,31,0,3,1,Friday
4056,‘æ4056‰ñ,2015/1/12,763,7,6,3,Monday
4057,‘æ4057‰ñ,2015/1/13,836,8,3,6,Tuesday
4058,‘æ4058‰ñ,2015/1/14,271,2,7,1,Wednesday
4059,‘æ4059‰ñ,2015/1/15,765,7,6,5,Thursday
4060,‘æ4060‰ñ,2015/1/16,48,0,4,8,Friday
4061,‘æ4061‰ñ,2015/1/19,222,2,2,2,Monday
4062,‘æ4062‰ñ,2015/1/20,597,5,9,7,Tuesday
4063,‘æ4063‰ñ,2015/1/21,772,7,7,2,Wednesday
4064,‘æ4064‰ñ,2015/1/22,849,8,4,9,Thursday
4065,‘æ4065‰ñ,2015/1/23,432,4,3,2,Friday
4066,‘æ4066‰ñ,2015/1/26,996,9,9,6,Monday
4067,‘æ4067‰ñ,2015/1/27,722,7,2,2,Tuesday
4068,‘æ4068‰ñ,2015/1/28,740,7,4,0,Wednesday
4069,‘æ4069‰ñ,2015/1/29,809,8,0,9,Thursday
4070,‘æ4070‰ñ,2015/1/30,355,3,5,5,Friday
4071,‘æ4071‰ñ,2015/2/2,192,1,9,2,Monday
4072,‘æ4072‰ñ,2015/2/3,250,2,5,0,Tuesday
4073,‘æ4073‰ñ,2015/2/4,365,3,6,5,Wednesday
4074,‘æ4074‰ñ,2015/2/5,690,6,9,0,Thursday
4075,‘æ4075‰ñ,2015/2/6,201,2,0,1,Friday
4076,‘æ4076‰ñ,2015/2/9,377,3,7,7,Monday
4077,‘æ4077‰ñ,2015/2/10,583,5,8,3,Tuesday
4078,‘æ4078‰ñ,2015/2/11,266,2,6,6,Wednesday
4079,‘æ4079‰ñ,2015/2/12,349,3,4,9,Thursday
4080,‘æ4080‰ñ,2015/2/13,539,5,3,9,Friday
4081,‘æ4081‰ñ,2015/2/16,202,2,0,2,Monday
4082,‘æ4082‰ñ,2015/2/17,845,8,4,5,Tuesday
4083,‘æ4083‰ñ,2015/2/18,682,6,8,2,Wednesday
4084,‘æ4084‰ñ,2015/2/19,521,5,2,1,Thursday
4085,‘æ4085‰ñ,2015/2/20,829,8,2,9,Friday
4086,‘æ4086‰ñ,2015/2/23,618,6,1,8,Monday
4087,‘æ4087‰ñ,2015/2/24,904,9,0,4,Tuesday
4088,‘æ4088‰ñ,2015/2/25,824,8,2,4,Wednesday
4089,‘æ4089‰ñ,2015/2/26,574,5,7,4,Thursday
4090,‘æ4090‰ñ,2015/2/27,311,3,1,1,Friday
4091,‘æ4091‰ñ,2015/3/2,161,1,6,1,Monday
4092,‘æ4092‰ñ,2015/3/3,462,4,6,2,Tuesday
4093,‘æ4093‰ñ,2015/3/4,227,2,2,7,Wednesday
4094,‘æ4094‰ñ,2015/3/5,751,7,5,1,Thursday
4095,‘æ4095‰ñ,2015/3/6,526,5,2,6,Friday
4096,‘æ4096‰ñ,2015/3/9,862,8,6,2,Monday
4097,‘æ4097‰ñ,2015/3/10,100,1,0,0,Tuesday
4098,‘æ4098‰ñ,2015/3/11,623,6,2,3,Wednesday
4099,‘æ4099‰ñ,2015/3/12,553,5,5,3,Thursday
4100,‘æ4100‰ñ,2015/3/13,302,3,0,2,Friday
4101,‘æ4101‰ñ,2015/3/16,813,8,1,3,Monday
4102,‘æ4102‰ñ,2015/3/17,607,6,0,7,Tuesday
4103,‘æ4103‰ñ,2015/3/18,944,9,4,4,Wednesday
4104,‘æ4104‰ñ,2015/3/19,339,3,3,9,Thursday
4105,‘æ4105‰ñ,2015/3/20,663,6,6,3,Friday
4106,‘æ4106‰ñ,2015/3/23,11,0,1,1,Monday
4107,‘æ4107‰ñ,2015/3/24,245,2,4,5,Tuesday
4108,‘æ4108‰ñ,2015/3/25,427,4,2,7,Wednesday
4109,‘æ4109‰ñ,2015/3/26,908,9,0,8,Thursday
4110,‘æ4110‰ñ,2015/3/27,928,9,2,8,Friday
4111,‘æ4111‰ñ,2015/3/30,187,1,8,7,Monday
4112,‘æ4112‰ñ,2015/3/31,7,0,0,7,Tuesday
4113,‘æ4113‰ñ,2015/4/1,336,3,3,6,Wednesday
4114,‘æ4114‰ñ,2015/4/2,677,6,7,7,Thursday
4115,‘æ4115‰ñ,2015/4/3,845,8,4,5,Friday
4116,‘æ4116‰ñ,2015/4/6,159,1,5,9,Monday
4117,‘æ4117‰ñ,2015/4/7,589,5,8,9,Tuesday
4118,‘æ4118‰ñ,2015/4/8,521,5,2,1,Wednesday
4119,‘æ4119‰ñ,2015/4/9,988,9,8,8,Thursday
4120,‘æ4120‰ñ,2015/4/10,658,6,5,8,Friday
4121,‘æ4121‰ñ,2015/4/13,507,5,0,7,Monday
4122,‘æ4122‰ñ,2015/4/14,986,9,8,6,Tuesday
4123,‘æ4123‰ñ,2015/4/15,675,6,7,5,Wednesday
4124,‘æ4124‰ñ,2015/4/16,9,0,0,9,Thursday
4125,‘æ4125‰ñ,2015/4/17,348,3,4,8,Friday
4126,‘æ4126‰ñ,2015/4/20,164,1,6,4,Monday
4127,‘æ4127‰ñ,2015/4/21,222,2,2,2,Tuesday
4128,‘æ4128‰ñ,2015/4/22,220,2,2,0,Wednesday
4129,‘æ4129‰ñ,2015/4/23,81,0,8,1,Thursday
4130,‘æ4130‰ñ,2015/4/24,153,1,5,3,Friday
4131,‘æ4131‰ñ,2015/4/27,190,1,9,0,Monday
4132,‘æ4132‰ñ,2015/4/28,450,4,5,0,Tuesday
4133,‘æ4133‰ñ,2015/4/29,899,8,9,9,Wednesday
4134,‘æ4134‰ñ,2015/4/30,242,2,4,2,Thursday
4135,‘æ4135‰ñ,2015/5/1,897,8,9,7,Friday
4136,‘æ4136‰ñ,2015/5/4,636,6,3,6,Monday
4137,‘æ4137‰ñ,2015/5/5,856,8,5,6,Tuesday
4138,‘æ4138‰ñ,2015/5/6,906,9,0,6,Wednesday
4139,‘æ4139‰ñ,2015/5/7,905,9,0,5,Thursday
4140,‘æ4140‰ñ,2015/5/8,440,4,4,0,Friday
4141,‘æ4141‰ñ,2015/5/11,356,3,5,6,Monday
4142,‘æ4142‰ñ,2015/5/12,800,8,0,0,Tuesday
4143,‘æ4143‰ñ,2015/5/13,595,5,9,5,Wednesday
4144,‘æ4144‰ñ,2015/5/14,361,3,6,1,Thursday
4145,‘æ4145‰ñ,2015/5/15,735,7,3,5,Friday
4146,‘æ4146‰ñ,2015/5/18,991,9,9,1,Monday
4147,‘æ4147‰ñ,2015/5/19,433,4,3,3,Tuesday
4148,‘æ4148‰ñ,2015/5/20,576,5,7,6,Wednesday
4149,‘æ4149‰ñ,2015/5/21,934,9,3,4,Thursday
4150,‘æ4150‰ñ,2015/5/22,977,9,7,7,Friday
4151,‘æ4151‰ñ,2015/5/25,362,3,6,2,Monday
4152,‘æ4152‰ñ,2015/5/26,166,1,6,6,Tuesday
4153,‘æ4153‰ñ,2015/5/27,309,3,0,9,Wednesday
4154,‘æ4154‰ñ,2015/5/28,384,3,8,4,Thursday
4155,‘æ4155‰ñ,2015/5/29,778,7,7,8,Friday
4156,‘æ4156‰ñ,2015/6/1,465,4,6,5,Monday
4157,‘æ4157‰ñ,2015/6/2,641,6,4,1,Tuesday
